"","who_post","who_retweet","rt_tweet"
"1199","accessnorthga","leedsgarcia","Atlanta mayor, TBS executive discuss immigration | AccessNorthGa http://t.co/3gLMuKBBKe via @accessnorthga #timeisnow #not1more #p2c"
"1200","aeronews","AeroNews","ANN To Offer Live Webcast Of Redbird Migration http://t.co/MjmRAQukCj via @aeronews"
"1201","ahramonline","Zeinobia","Libya to confirm 100 Egyptian immigrants lost in the desert  http://t.co/2HB7qM8uKe via @ahramonline"
"1202","ajc","JennThaGreat","Whoa RT @ajc: U.S. Rep. John Lewis arrested in immigration protest. http://t.co/nsMukhVs9V"
"1203","ajenglish","notiven","RT: @ajenglish :UK illegal migrant texts go off-message http://t.co/Z4Vqq5JhjV"
"1204","ajenglish","notiven","RT: @ajenglish :London protests over immigration crackdown #SBSDemo #UKBA http://t.co/IgDK4WgyHH"
"1205","alangomez","borderreporter","RT @alangomez: Here's @RepRaulGrijalva getting arrested during a demonstration to push for immigration reform. http://t.co/7GFpvFUkA9"
"1206","allvoices","carla_oram","Around 200 In Water After Migrant Vessel Capsizes http://t.co/gUEAukvYyW via @allvoices"
"1207","allvoices","jthomasdidymus","UK government's anti-immigration 'go home' texts slammed by campaigners http://t.co/UeV8yuO9r1 via @allvoices"
"1208","allvoices","marcylauren","House GOP plans to punish Obama after shutdown by not voting immigration reform http://t.co/VbLuk5hrPa via @allvoices"
"1209","americasvoice","glastamor","RT @americasvoice Memo to Steve King: THIS is What an Immigration Rally Looks Like! http://t.co/SeqQlLUKqt"
"1210","amprog","TrueIsayUntoYou","The Facts on Immigration Today http://t.co/YUKYnYteqq via @amprog"
"1211","andysedlakwhio","BoldFaithType","RT @andysedlakwhio: A little one at an immigration reform rally in #Springfield. 100s will march to Boehner's office. http://t.co/eiuKvAqlwj"
"1212","ansa_english","yonkersoem40","RT @ansa_english: Dead bodies seen, migrant boat sinks in Channel of #Sicily: #Navy in area for rescue effort     http://t.co/ukUy0ADHFg"
"1213","asteris","rightnowio_feed","RT @asteris: Raid to evict immigrant vendors TR @risinggalaxy Riot police lin... http://t.co/ZdXRinA4e3 #Greece #Rbnews #Aueb via @akanouki"
"1214","azcentral","CMSnewyork","US Rep Trent Franks clarifies #immigration stance http://t.co/gew27hUktO via @azcentral"
"1215","barisanasional","kvijay12","RT @barisanasional: Former Immigration director-general Datuk Wahid Md Don was jailed six years and ... http://t.co/b0U54pG1tf"
"1216","bbcbreaking","ClassyGlory","#OmieStore #OmieStore EU calls for big migrant sea mission: The EU proposes a s... http://t.co/PpAFpPhBUK (via @bbcbreaking ) #OmieStore"
"1217","bbcbreaking","_Awesome__moi","#OmieStore Borders checks suspensions defended: The UK's most senior immigration official def... http://t.co/Sp14sVJpv3 via @bbcbreaking"
"1218","bbcbreaking","_Awesome__moi","#OmieStore No UK rollout for 'go home' vans: Vans telling illegal immigrants to ""go home"" wil... http://t.co/Dsm0aj3ALE via @bbcbreaking"
"1219","bbcnews","notiven","RT: @bbcnews :New legislation aimed at making it harder for illegal immigrants to settle in UK due to be published http://t.co/GmXXnVZBHa #i"
"1220","bbcnews","AMMcKimm","Immigrants' education varies by country http://t.co/UK0bnR9dzE via @bbcnews #education @yanoparenting"
"1221","beaconnews","barbara_isabel","Undocumented immigrants soon can apply for drivers licenses in Aurora, Naperville -Aurora Beacon News http://t.co/v2uKE3INmW via @beaconnews"
"1222","bendepear","NickBryantNY","UK government says ""Go Home"" immigration vans were ""too blunt"" http://t.co/cop77WnyO2 via @bendepear"
"1223","bernamadotcom","96asmawati","RT @bernamadotcom: KL Session Court sentences Immigration ex-DG Datuk Wahid Md Don to six years imprisonment, fine RM300,000 for corruption"
"1224","bethanjenkins","igloorecords","RT @bethanjenkins: Voiced disgust at UK Immigration Minister denying Syrian Musicians right to come to UK/Wales to perform at #womex #senedd"
"1225","bfp_news","aprilburbank","Refugee immigrant group gives back with Burlington blood donation http://t.co/DmYmUKwPJc via @bfp_news #BTV #VT"
"1226","bi_lawandorder","JelleBrinkhuis","Immigration officer shot in standoff: At Least 4 Police Officers Shot In Sacramento Suburb http://t.co/rl9JNweUK2 via @bi_lawandorder"
"1227","bigislandmedia","Bigislandmedia","PhuketWATCH Migrant Deaths Shame Europe; Aussies Check Glenn Marine; Sinead Mentors Miley Cyrus http://t.co/nSJLTNuBBk via @bigislandmedia"
"1228","bigislandmedia","Bigislandmedia","Number of Immigration Officers at Phuket Airport Boosted to 350, Airlines Told http://t.co/QPxkQFeQ5k via @bigislandmedia"
"1229","bigislandmedia","borderpol","Number of Immigration Officers at Phuket Airport Boosted to 350, Airlines Told http://t.co/GKQTClhc5B via @bigislandmedia"
"1230","bintangdlp","DinnisNF","Efek kerupuk nopal berlebihan RT @bintangdlp: Migrant"
"1231","bintangdlp","bintangdlp","Kerupuk nya satu,baso nya banyak ""@DinnisNF: Efek kerupuk nopal berlebihan RT @bintangdlp: Migrant"""
"1232","bishopkencarter","GoSeeLove","RT @bishopkencarter: immigration + scriptural imagination http://t.co/YoXRzZGLfs. @DukeDivinity @reconcilers @CTmagazine..."
"1233","bmw_free","sam4wong","RT @bmw_free: Migrant Boat Sinks Off Sicily, 200 People in Sea http://t.co/J1ZHN7zEbv @MigrantVoiceUK @MigrantChildren @JCWInews @Refugees"
"1234","bmyeung","SVBizLauren","RT @bmyeung: 74% of construction workers in NY who died on the job between 2003-2011 were Latino and/or immigrants: http://t.co/UUKPbky1nx"
"1235","bpb_de","David_Theis","Dossier: Globale Migration in der Zukunft http://t.co/404bvZLUhD Wo wir gerade beim Thema sind... (via @bpb_de) #lampedusahh"
"1236","brennawalks","ToriHerridge","Ye-es. RT @brennawalks: the uk's list of acceptable personal professions (for immigration purposes) is...a bit random http://t.co/HYzzlcXMTr"
"1237","brokenbottleboy","Artsmonkey1","RT @brokenbottleboy: The Mail hates immigrants. The Mail hates the poor. The Mail hates single mothers. The Mail hates the Britain I know."
"1238","brolezholloway","livlylife","&lt;3 Chinatowns. RT @brolezholloway: Chinatown protest over #immigration raids by #ukba @NoXenophobia http://t.co/WhwP1gL63P"
"1239","brolezholloway","rightnowio_feed","@LeeJasper at Chinatown protest against #ukba immigration... http://t.co/dJMcucuJoc #Chinatown #Stoptheimmigrationbill via @brolezholloway"
"1240","brolezholloway","TransplantM","RT: @brolezholloway 1h Chinatown protest over #immigration raids by #ukba @NoXenophobia http://t.co/4BfKQOXDQW"
"1241","bukolasaraki","CollinsUma","RT @bukolasaraki: Rceived the info &amp; will raise RT @matojamil @bukolasaraki . Sir the on going Immigration recruitment, they r chargin N1000"
"1242","burmacampaignuk","thedharmablues","Drop the charges against Andy Hall, a migrant rights defender  http://t.co/GbarRyqjJm via @burmacampaignuk #Thailand #NaturalFruit"
"1243","capitalfm_kenya","MrMuraya","Britain seeks out illegal immigrants by text message 
| Capital Business http://t.co/8i6Qp0B704 via @capitalfm_kenya"
"1244","celticrumours","g_mcg","Police quiz immigrant family in UK on parentage of 'confused ginger man'! http://t.co/EPPagaLFxg via @celticrumours"
"1245","change","MrsNinaNorris","Theresa May: New UK immigration laws are tearing families apart. Change them now. http://t.co/EVY7qSTHkl via @change"
"1246","change","HollaMarie15","Theresa May: New UK immigration laws are tearing families apart. Change them now. http://t.co/475v4scqTY via @change"
"1247","change","RAtheist","Theresa May: New UK immigration laws are tearing families apart. Change them now. http://t.co/mYqS1i8g0u via @change"
"1248","chiggi","GwynTopham","Still Ryanair then RT @chiggi I just came a cropper over new bit of immigration law they invented: passport required for UK internal flights"
"1249","chris8tine","natalieben","RT @chris8tine: Shocking stats: just 1/5 of applications in UK under new family #migration rules successful http://t.co/Ae2OiNl2ol @BritCits"
"1250","chunkymark","knox_o","wow... RT @chunkymark
OMFG!!! @legalaware: @paulbernaluk a packed house for the Immigration Bill debate http://t.co/qEmj3bWJ1y "
"1251","citoyen3","galilenne","CE que les médias ne vous diront jamais sur l'immigration... http://t.co/2nUkkCYEei via @citoyen3"
"1252","civilrightsorg","GenAlliance","RT @civilrightsorg: 28 Times #Immigration Reform Advocates Got It Right At Tuesdays Immigration Rally http://t.co/JBSuKdOCLH #timeisnow..."
"1253","clmerle","6d6f","Shameful RT @clmerle: UK illegal migrant texts go off-message http://t.co/9aRoyTjTyI"
"1254","cloudstratuk","SafeNetUK","RT @cloudstratuk: The Musings of a Digital Immigrant is out! http://t.co/yb3d4wQOG6 ¸ Top stories via @rudemomblog @SafeNetUK @Killpandakill"
"1255","cnnbrk","CDHero","What? RT @cnnbrk: Members of Congress arrested at immigration rally. http://t.co/v44yyBUKH5"
"1256","coloradoan","UndocumentedCit","Senator urges House action on immigration bill http://t.co/ukm4rHE4Yd via @coloradoan"
"1257","commentisfree","sam4wong","RT @commentisfree: The #Tories will wither away without #migrant votes | http://t.co/yHXHwyRt7s #cpc13 @MigrantVoiceUK @migrants_rights #UK"
"1258","conelloconell","boncels12","Buka dikit joss - juwita bahar. RT @conelloconell: Anjing tanah-Burgerkill RT @boncels12: Anjing hitam.. RT @conelloconell: Immigrant song."
"1259","copwatcher","xtc_uk","@lbc973 RT @copwatcher: The Chronicles of Racism: UK immigration acts through the ages http://t.co/6RMu5XT4lO"
"1260","copyranter","icudEU","Romanian tourism reply to UK Gov anti immigration: 'We may not like Britain, but you will love RO...' http://t.co/TFB5ZfpgzR via @copyranter"
"1261","courrierinter","becham931","VU D'ITALIE "" Le naufrage d'une politique européenne de l'immigration http://t.co/ZcY9gHuKwt via @courrierinter"
"1262","criminology4u","planetsmart009","""Officers 1 , immigrants 0"". Who said faith in UK #police damaged?  http://t.co/F9MjTrs93x via @criminology4u"
"1263","cuturl","sting99ify","Lmscihhyj: ploughshare tortoise  brukt canada goose migration qio... http://t.co/oUFYOGZ04x (via @cuturl)"
"1264","dacreofficial","sad_vomit","what the fuck?? RT @dacreofficial Will uncontrolled immigration bring the UK a Cyclone Phailin?"
"1265","dailycaller","PoetKASteffek","IRS sent $4.2 billion to illegal immigrants in one year | The Daily Caller http://t.co/XlP1pCUkY2 via @dailycaller"
"1266","dailycaller","shortman5427","IRS sent $4.2 billion to illegal immigrants in one year | The Daily Caller http://t.co/CtxuKrdJMB via @dailycaller"
"1267","dailycaller","goqivana","ICE memo: Obamacare eligibility info will not be used to enforce immigration law http://t.co/QUKWzB2J1t via @dailycaller"
"1268","dailycaller","Nexus7900","ICE memo: Obamacare eligibility info will not be used to enforce immigration law http://t.co/8UKyBL7xag via @dailycaller"
"1269","dailycaller","FreedomsPatriot","Immigration reform advocates scorn Rubio after reversal http://t.co/6a1QtrPukJ via @dailycaller"
"1270","darrinzl","cocamidemea","Some rescued migrants lost everything, even clothes off their back http://t.co/BIUKgv3BRD via @darrinzl #malta #immigration #photography"
"1271","davidleopold","RI4A","Call them out to help them do right: 866-584-0896. RT @davidleopold: Polls: #Immigration reform could aid GOP http://t.co/bCRZAuKM4n"
"1272","ddheasenduk","ramadisyhbn","Gws:) RT @ddheasenduk: migrant:&amp;"
"1273","ddheasenduk","ramadisyhbn","Sama sama ya:) RT @ddheasenduk: makasih ya(: RT @ramadisyhbn: Gws:) RT @ddheasenduk: migrant:&amp;"
"1274","delicious","Yourcanadalawye","UK Immigration Solicitors &amp; Lawyers http://t.co/9BmHNox8se via @delicious"
"1275","democracynow","RealEstateSale3","Rep. Raúl Grijalva on Gov't Shutdown &amp; Why the Impasse Won't Slow the Fight for Immigration Reform http://t.co/AA9mJnHUkE via @democracynow"
"1276","denverpost","sanchezcan","COLORADO BISHOPS' Pastoral LETTER Urges Broad Immigration Reform 
The Denver Post 
http://t.co/5AVUKBcgX0 via @denverpost"
"1277","deseretnews","Re4mImmigration","Utah team heads to D.C. to present economic benefit of #immigration reform http://t.co/AbiAUktGcX via @deseretnews"
"1278","desiblitz","COVTweetTrends","Major Changes to UK Immigration Bill | DESIblitz http://t.co/LhRd7iGsAS via @desiblitz"
"1279","dhnews","azdangonzalez","UK gov't introduces tough immigration bill: http://t.co/uP0Esd6boi  via @dhnews"
"1280","ditania69","il_capitano4","Masya Allah.. ajibb doanya nih,mdh2n dpt :) RT @ditania69: Mampir yuk !! kali aja dapet jodoh :p (at Immigrant Plaza Indonesia Extention)"
"1281","dmregister","AFSCiowa","Iowa View: Immigrants are helping our state http://t.co/aBwuKLvsV0 via @dmregister"
"1282","dokmz","EA_Nazifrei","RT @dokmz: 1000 Neonazis wüten in Moskau: Ein Migrant wird verdächtigt, einen Russen erstochen zu haben. Aus Protest lief& /t.co/H1uKSdgXNg"
"1283","drhmwilliams","TransplantM","RT: @drhmwilliams 'It's more to demonstrate to Ukip supporters that we're cracking down on immigration' than to fix system @HackneyAbbott"
"1284","drudge_report","notiven","RT: @drudge_report :Britain scraps billboards telling illegal immigrants to leave... http://t.co/7oegeF3YpA"
"1285","dukechronicle","rtburg","Former English professor, Pulitzer Prize winner for tale of migration, dies at 62 | The Chronicle http://t.co/ygw3PeqAXK via @dukechronicle"
"1286","dukechronicle","rtburg","Former English professor, Pulitzer Prize winner for tale of migration, dies at 62 | The Chronicle http://t.co/ygw3PeqAXK via @dukechronicle"
"1287","dw_english","BruceKAnderson","via @dw_english Italy seeks immigration rethink as Lampedusa death toll mounts http://t.co/EPtvNhCCuk"
"1288","economicvoice","WorthingUKIP","#UKIP Blasts Government #Immigration Bill -  http://t.co/h7QeXGjGYG via @economicvoice.com"
"1289","economicvoice","GalaReiver","UKIP Blasts Government Immigration Bill -  http://t.co/W6HUhOqCea via @economicvoice.com"
"1290","economicvoice","2tweetaboutit","UKIP Blasts Government Immigration Bill -  http://t.co/7ywr7yiVlM via @economicvoice.com"
"1291","economicvoice","Tim_Aker","UKIP Blasts Government Immigration Bill -  http://t.co/trfz7kT7uo via @economicvoice.com"
"1292","economicvoice","ValentineUKIP","UKIP Blasts Government Immigration Bill -  http://t.co/g9riiUegbd via @economicvoice.com Nice one Paul Exposing Tories as the nasty party"
"1293","economicvoice","star_pumpkin","UKIP Blasts Government Immigration Bill -  http://t.co/9RsVY7u8m0 via @economicvoice.com - written by my dear friend @pauljamesoakley :)"
"1294","economicvoice","PeterReeve","UKIP Blasts Government Immigration Bill -  http://t.co/DGY4w5d9ad via @economicvoice.com"
"1295","economicvoice","WorthingUKIP","#UKIP Blasts Government #Immigration Bill -  http://t.co/h7QeXGjGYG via @economicvoice.com"
"1296","economicvoice","archangelolill","The impact of EU immigration in the UK .
http://t.co/J9Ctfyhbfz via @economicvoice.com"
"1297","ein_website","Cochis3","Shami Chakrabarti says forthcoming Immigration Bill a 'shocker' which could lead to a 'race relatio..http://t.co/meuKrcJBDT via @ein_website"
"1298","epochtimes","BarbaraLGay","(Fascinating!) Hummingbird Migration Is On: 10 Big Facts About These Tiny Birds  (Photo Gallery) http://t.co/nUUKwyNbnx via @epochtimes"
"1299","epochtimes","shaikhyawar","Hummingbird Migration Is On: 10 Big Facts About These Tiny Birds  (Photo Gallery) http://t.co/H3tOf3ouK0 via @epochtimes"
"1300","eurocrat","majatroe","#UK press has trouble sticking to the facts yet again: @Telegraph plays with migration numbers. http://t.co/A61sfQQ6Mu via @eurocrat #EU"
"1301","eventbrite","marianowoyinfa1","Check out ""ALUMNI EVENT - Recent Developments in UK Immigration Rules and Policy"" http://t.co/YdJuSoITU8 via @eventbrite"
"1302","examinercom","johnmark19","Former Border Patrol agents warn citizens about Obama immigration scam   (Video) http://t.co/AukSRE2WiI via @examinercom"
"1303","examinercom","jensan1332","Mexican Govt. Hands Out 1000's of IDs to #Illegals in North Carolina #immigration http://t.co/9BnWuZuKBO via @examinercom"
"1304","examinercom","MoviesNews","The Immigrant
Starring JEREMY RENNER
 releases its first (French) trailer (Video)

 http://t.co/uK9LSWqMt8 via @examinercom"
"1305","feedly","pahaysaz","Dem Congressmen, Amnesty Activists Arrested in Immigration Protest http://t.co/rnXvUk7bOz via @feedly"
"1306","feedly","Red__Rover","Britain introduces a Bill to help curb Illegal Immigration http://t.co/GSSA5Id8lC via @feedly"
"1307","forbes","fiverrules","A Belated Immigration Epiphany  http://t.co/3L9UcUkrq8 via @forbes"
"1308","foxnewsinsider","fl85","US Park Police Allows Immigration Reform Rally on 'Closed' National Mall  http://t.co/UkBGtaoNu5 via @foxnewsinsider"
"1309","foxnewsinsider","shadowop","Vets blocked from the Mall.  Rally going on now for immigrants.  Who will march for the Vets?

 http://t.co/2x2bJeaukQ via @foxnewsinsider"
"1310","foxnewslatino","bernallaw","#DREAMers Criticize Tactics Of DREAM 34, Claim They've Gone Too Far http://t.co/ziBWUKQpvy via @foxnewslatino #immigration #citizenship"
"1311","foxnewslatino","mkolken","Due To Government Shutdown, Immigration Status Check System 'E-Verify' Is Actually Not Verifying http://t.co/49E6OzUkqd via @foxnewslatino"
"1312","foxnewslatino","whitesoxhomer","They're Not Going To Take It Anymore:  Immigrant Advocates Take Radical Approach | Fox News Latino http://t.co/UtUkaMXUHn via @foxnewslatino"
"1313","foxnewspolitics","Singerman2000","IRS pays illegal immigrants $4.2 billion while stalling Tea Parties | Fox News http://t.co/0sy73hiIuk via @foxnewspolitics"
"1314","fraudblogger","HughesON","RT @fraudblogger: #ATM #Skimming Arrests: Sign of the Times? Fraudsters Capitalize on Slow U.S. Migration to #EMV http://t.co/uKOMcWjVWr"
"1315","fromGR2UK","stratosf1","†È¿³¿Â #migration RT @fromGR2UK: ”¹±²¬ÃÄµ º±¹ º»¬ÈÄµ.... http://t.co/jBVuCg9L7m"
"1316","gatewaypundit","gatewaypundit","UK Rolls Out Go Home Vans Warning Illegal Immigrants to Get Out http://t.co/Gpfi2zsfgY via @gatewaypundit"
"1317","gatewaypundit","drdrjojo","UK Rolls Out Go Home Vans Warning Illegal Immigrants to Get Out http://t.co/Fc8WOPzsS9 via @gatewaypundit"
